Year,Statistic,Name,Team,Value
1894,Complete Games,Ted Breitenstein,St. Louis,46.0
1894,ERA,Amos Rusie,New York,2.78
1894,Games,Ted Breitenstein,St. Louis,56.0
1894,Saves,Tony Mullane,Baltimore,4.0
1894,Shutouts,Nig Cuppy,Cleveland,3.0
1894,Strikeouts,Amos Rusie,New York,195.0
1894,Winning Percentage,Jouett Meekin,New York,0.786
1894,Wins,Amos Rusie,New York,36.0
1880,Complete Games,Jim McCormick,Cleveland,72.0
1880,ERA,Tim Keefe,Troy,0.86
1880,Games,Jim McCormick,Cleveland,74.0
1880,Saves,Lee Richmond,Worcester,3.0
1880,Shutouts,John Ward,Providence,8.0
1880,Strikeouts,Larry Corcoran,Chicago,268.0
1880,Winning Percentage,Fred Goldsmith,Chicago,0.875
1880,Wins,Jim McCormick,Cleveland,45.0
1923,Complete Games,Burleigh Grimes,Brooklyn,33.0
1923,ERA,Dolf Luque,Cincinnati,1.93
1923,Games,Claude Jonnard,New York,45.0
1923,Saves,Claude Jonnard,New York,5.0
1923,Shutouts,Dolf Luque,Cincinnati,5.0
1923,Strikeouts,Dazzy Vance,Brooklyn,197.0
1923,Winning Percentage,Dolf Luque,Cincinnati,0.771
1923,Wins,Dolf Luque,Cincinnati,27.0
1937,Complete Games,Jim Turner,Boston,24.0
1937,ERA,Jim Turner,Boston,2.38
1937,Games,Hugh Mulcahy,Philadelphia,56.0
1937,Saves,Mace Brown,Pittsburgh,7.0
1937,Shutouts,Lou Fette,Boston,5.0
1937,Strikeouts,Carl Hubbell,New York,159.0
1937,Winning Percentage,Carl Hubbell,New York,0.733
1937,Wins,Carl Hubbell,New York,22.0
1921,Complete Games,Burleigh Grimes,Brooklyn,30.0
1921,ERA,Bill Doak,St. Louis,2.59
1921,Games,Jack Scott,Boston,47.0
1921,Saves,Lou North,St. Louis,7.0
1921,Shutouts,Grover Alexander,Chicago,3.0
1921,Strikeouts,Burleigh Grimes,Brooklyn,136.0
1921,Winning Percentage,Babe Adams,Pittsburgh,0.737
1921,Wins,Wilbur Cooper,Pittsburgh,22.0
1935,Complete Games,Dizzy Dean,St. Louis,29.0
1935,ERA,Cy Blanton,Pittsburgh,2.58
1935,Games,Orville Jorgens,Philadelphia,53.0
1935,Saves,Dutch Leonard,Pittsburgh,8.0
1935,Shutouts,Cy Blanton,Pittsburgh,4.0
1935,Strikeouts,Dizzy Dean,St. Louis,190.0
1935,Winning Percentage,Bill Lee,Chicago,0.769
1935,Wins,Dizzy Dean,St. Louis,28.0
1909,Complete Games,Mordecai Brown,Chicago,32.0
1909,ERA,Christy Mathewson,New York,1.14
1909,Games,Mordecai Brown,Chicago,50.0
1909,Saves,Mordecai Brown,Chicago,7.0
1909,Shutouts,Orval Overall,Chicago,9.0
1909,Strikeouts,Orval Overall,Chicago,205.0
1909,Winning Percentage,Howie Camnitz,Pittsburgh,0.806
1909,Wins,Mordecai Brown,Chicago,27.0
2019,Complete Games,Sandy Alcantara,Miami Marlins,2.0
2019,ERA,Hyun-Jin Ryu,Los Angeles Dodgers,2.32
2019,Games,Alex Claudio,Milwaukee Brewers,83.0
2019,Saves,Kirby Yates,San Diego Padres,41.0
2019,Shutouts,Sandy Alcantara,Miami Marlins,2.0
2019,Strikeouts,Jacob deGrom,New York Mets,255.0
2019,Winning Percentage,Walker Buehler,Los Angeles Dodgers,0.778
2019,Wins,Stephen Strasburg,Washington Nationals,18.0
1896,Complete Games,Frank Killen,Pittsburgh,44.0
1896,ERA,Billy Rhines,Cincinnati,2.45
1896,Games,Frank Killen,Pittsburgh,52.0
1896,Saves,Cy Young,Cleveland,3.0
1896,Shutouts,Frank Killen,Pittsburgh,5.0
1896,Strikeouts,Cy Young,Cleveland,140.0
1896,Winning Percentage,Bill Hoffer,Baltimore,0.781
1896,Wins,Frank Killen,Pittsburgh,30.0
1882,Complete Games,Jim McCormick,Cleveland,65.0
1882,ERA,Larry Corcoran,Chicago,1.95
1882,Games,Jim McCormick,Cleveland,68.0
1882,Saves,John Ward,Providence,1.0
1882,Shutouts,Old Hoss Radbourn,Providence,6.0
1882,Strikeouts,Old Hoss Radbourn,Providence,201.0
1882,Winning Percentage,Larry Corcoran,Chicago,0.692
1882,Wins,Jim McCormick,Cleveland,36.0
1883,Complete Games,Pud Galvin,Buffalo,72.0
1883,ERA,Jim McCormick,Cleveland,1.84
1883,Games,Pud Galvin,Buffalo,76.0
1883,Saves,Jim Whitney,Boston,2.0
1883,Shutouts,Pud Galvin,Buffalo,5.0
1883,Strikeouts,Jim Whitney,Boston,345.0
1883,Winning Percentage,Jim McCormick,Cleveland,0.7
1883,Wins,Old Hoss Radbourn,Providence,48.0
1897,Complete Games,Red Donahue,St. Louis,38.0
1897,ERA,Amos Rusie,New York,2.54
1897,Games,Red Donahue,St. Louis,46.0
1897,Saves,Kid Nichols,Boston,3.0
1897,Shutouts,Doc McJames,Washington,3.0
1897,Strikeouts,Doc McJames,Washington,156.0
1897,Winning Percentage,Fred Klobedanz,Boston,0.788
1897,Wins,Kid Nichols,Boston,31.0
2018,Complete Games,Michael Foltynewicz,Atlanta Braves,2.0
2018,ERA,Jacob deGrom,New York Mets,1.7
2018,Games,Brad Ziegler,Miami Marlins,82.0
2018,Saves,Wade Davis,Colorado Rockies,43.0
2018,Shutouts,Patrick Corbin,Arizona Diamondbacks,1.0
2018,Strikeouts,Max Scherzer,Washington Nationals,300.0
2018,Winning Percentage,Miles Mikolas,St. Louis Cardinals,0.818
2018,Wins,Jon Lester,Chicago Cubs,18.0
2024,Complete Games,Max Fried,Atlanta,2.0
2024,ERA,Chris Sale,Atlanta,2.38
2024,Games,Tyler Rogers,San Francisco,77.0
2024,Saves,Ryan Helsley,St. Louis,49.0
2024,Shutouts,Dylan Cease,San Diego,1.0
2024,Strikeouts,Chris Sale,Atlanta,225.0
2024,Winning Percentage,Chris Sale,Atlanta,0.857
2024,Wins,Chris Sale,Atlanta,18.0
1908,Complete Games,Christy Mathewson,New York,34.0
1908,ERA,Christy Mathewson,New York,1.43
1908,Games,Christy Mathewson,New York,56.0
1908,Saves,Mordecai Brown,Chicago,5.0
1908,Shutouts,Christy Mathewson,New York,11.0
1908,Strikeouts,Christy Mathewson,New York,259.0
1908,Winning Percentage,Ed Reulbach,Chicago,0.774
1908,Wins,Christy Mathewson,New York,37.0
1934,Complete Games,Carl Hubbell,New York,25.0
1934,ERA,Carl Hubbell,New York,2.3
1934,Games,Curt Davis,Philadelphia,51.0
1934,Saves,Carl Hubbell,New York,7.0
1934,Shutouts,Dizzy Dean,St. Louis,7.0
1934,Strikeouts,Dizzy Dean,St. Louis,195.0
1934,Winning Percentage,Dizzy Dean,St. Louis,0.811
1934,Wins,Dizzy Dean,St. Louis,30.0
1920,Complete Games,Grover Alexander,Chicago,33.0
1920,ERA,Grover Alexander,Chicago,1.91
1920,Games,Jesse Haines,St. Louis,47.0
1920,Saves,Bill Sherdel,St. Louis,6.0
1920,Shutouts,Babe Adams,Pittsburgh,8.0
1920,Strikeouts,Grover Alexander,Chicago,173.0
1920,Winning Percentage,Burleigh Grimes,Brooklyn,0.676
1920,Wins,Grover Alexander,Chicago,27.0
1939,Complete Games,Bucky Walters,Cincinnati,31.0
1939,ERA,Bucky Walters,Cincinnati,2.29
1939,Games,Clyde Shoun,St. Louis,53.0
1939,Saves,Bob Bowman,St. Louis,9.0
1939,Shutouts,Lou Fette,Boston,6.0
1939,Strikeouts,Claude Passeau,Philadelphia,137.0
1939,Winning Percentage,Paul Derringer,Cincinnati,0.781
1939,Wins,Bucky Walters,Cincinnati,27.0
1905,Complete Games,Irv Young,Boston,41.0
1905,ERA,Christy Mathewson,New York,1.28
1905,Games,Joe McGinnity,New York,46.0
1905,Saves,Claud Elliott,New York,6.0
1905,Shutouts,Christy Mathewson,New York,8.0
1905,Strikeouts,Christy Mathewson,New York,206.0
1905,Winning Percentage,Sam Leever,Pittsburgh,0.8
1905,Wins,Christy Mathewson,New York,31.0
1911,Complete Games,Grover Alexander,Philadelphia,31.0
1911,ERA,Christy Mathewson,New York,1.99
1911,Games,Mordecai Brown,Chicago,53.0
1911,Saves,Mordecai Brown,Chicago,13.0
1911,Shutouts,Grover Alexander,Philadelphia,7.0
1911,Strikeouts,Rube Marquard,New York,237.0
1911,Winning Percentage,Rube Marquard,New York,0.774
1911,Wins,Grover Alexander,Philadelphia,28.0
2015,Complete Games,Jake Arrieta,Chicago,4.0
2015,ERA,Zack Greinke,Los Angeles,1.66
2015,Games,Kevin Siegrist,St. Louis,81.0
2015,Saves,Mark Melancon,Pittsburgh,51.0
2015,Shutouts,Jake Arrieta,Chicago,3.0
2015,Strikeouts,Clayton Kershaw,Los Angeles,301.0
2015,Winning Percentage,Zack Greinke,Los Angeles,0.864
2015,Wins,Jake Arrieta,Chicago,22.0
2001,Complete Games,Curt Schilling,Arizona,6.0
2001,ERA,Randy Johnson,Arizona,2.49
2001,Games,Steve Kline,St. Louis,89.0
2001,Saves,Robb Nen,San Francisco,45.0
2001,Shutouts,Greg Maddux,Atlanta,3.0
2001,Strikeouts,Randy Johnson,Arizona,372.0
2001,Winning Percentage,Roy Oswalt,Houston,0.824
2001,Wins,Curt Schilling,Arizona,22.0
2000,Complete Games,Randy Johnson,Arizona,8.0
2000,ERA,Kevin Brown,Los Angeles,2.58
2000,Games,Steve Kline,St. Louis,83.0
2000,Saves,Antonio Alfonseca,Florida,45.0
2000,Shutouts,Greg Maddux,Atlanta,3.0
2000,Strikeouts,Randy Johnson,Arizona,347.0
2000,Winning Percentage,Randy Johnson,Arizona,0.731
2000,Wins,Tom Glavine,Atlanta,21.0
2014,Complete Games,Clayton Kershaw,Los Angeles,6.0
2014,ERA,Clayton Kershaw,Los Angeles,1.77
2014,Games,Will Smith,Milwaukee,78.0
2014,Saves,Craig Kimbrel,Atlanta,47.0
2014,Shutouts,Henderson Alvarez,Miami,4.0
2014,Strikeouts,Johnny Cueto,Cincinnati,242.0
2014,Winning Percentage,Clayton Kershaw,Los Angeles,0.875
2014,Wins,Clayton Kershaw,Los Angeles,21.0
1910,Complete Games,Mordecai Brown,Chicago,27.0
1910,ERA,King Cole,Chicago,1.8
1910,Games,Al Mattern,Boston,51.0
1910,Saves,Mordecai Brown,Chicago,7.0
1910,Shutouts,Mordecai Brown,Chicago,6.0
1910,Strikeouts,Earl Moore,Philadelphia,185.0
1910,Winning Percentage,King Cole,Chicago,0.833
1910,Wins,Christy Mathewson,New York,27.0
1904,Complete Games,Jack Taylor,St. Louis,39.0
1904,ERA,Joe McGinnity,New York,1.61
1904,Games,Joe McGinnity,New York,51.0
1904,Saves,Joe McGinnity,New York,5.0
1904,Shutouts,Joe McGinnity,New York,9.0
1904,Strikeouts,Christy Mathewson,New York,212.0
1904,Winning Percentage,Joe McGinnity,New York,0.814
1904,Wins,Joe McGinnity,New York,35.0
1938,Complete Games,Paul Derringer,Cincinnati,26.0
1938,ERA,Bill Lee,Chicago,2.66
1938,Games,Mace Brown,Pittsburgh,51.0
1938,Saves,Dick Coffman,New York,12.0
1938,Shutouts,Bill Lee,Chicago,9.0
1938,Strikeouts,Clay Bryant,Chicago,135.0
1938,Winning Percentage,Bill Lee,Chicago,0.71
1938,Wins,Bill Lee,Chicago,22.0
1912,Complete Games,Larry Cheney,Chicago,28.0
1912,ERA,Jeff Tesreau,New York,1.96
1912,Games,Rube Benton,Cincinnati,50.0
1912,Saves,Slim Sallee,St. Louis,6.0
1912,Shutouts,Marty O'Toole,Pittsburgh,6.0
1912,Strikeouts,Grover Alexander,Philadelphia,195.0
1912,Winning Percentage,Claude Hendrix,Pittsburgh,0.727
1912,Wins,Larry Cheney,Chicago,26.0
1906,Complete Games,Irv Young,Boston,37.0
1906,ERA,Mordecai Brown,Chicago,1.04
1906,Games,Joe McGinnity,New York,45.0
1906,Saves,George Ferguson,New York,7.0
1906,Shutouts,Mordecai Brown,Chicago,9.0
1906,Strikeouts,Fred Beebe,Chicago,171.0
1906,Winning Percentage,Ed Reulbach,Chicago,0.826
1906,Wins,Joe McGinnity,New York,27.0
2002,Complete Games,Randy Johnson,Arizona,8.0
2002,ERA,Randy Johnson,Arizona,2.32
2002,Games,Paul Quantrill,Los Angeles,86.0
2002,Saves,John Smoltz,Atlanta,55.0
2002,Shutouts,A.J. Burnett,Florida,5.0
2002,Strikeouts,Randy Johnson,Arizona,334.0
2002,Winning Percentage,Randy Johnson,Arizona,0.828
2002,Wins,Randy Johnson,Arizona,24.0
2016,Complete Games,Johnny Cueto,San Francisco,5.0
2016,ERA,Kyle Hendricks,Chicago,2.13
2016,Games,Brad Hand,San Diego,82.0
2016,Saves,Jeurys Familia,New York,51.0
2016,Shutouts,Clayton Kershaw,Los Angeles,3.0
2016,Strikeouts,Max Scherzer,Washington,284.0
2016,Winning Percentage,Jon Lester,Chicago,0.792
2016,Wins,Max Scherzer,Washington,20.0
1899,Complete Games,Bill Carrick,New York,40.0
1899,ERA,Vic Willis,Boston,2.5
1899,Games,Sam Leever,Pittsburgh,51.0
1899,Saves,Sam Leever,Pittsburgh,3.0
1899,Shutouts,Vic Willis,Boston,5.0
1899,Strikeouts,Noodles Hahn,Cincinnati,145.0
1899,Winning Percentage,Jay Hughes,Brooklyn,0.824
1899,Wins,Jay Hughes,Brooklyn,28.0
1898,Complete Games,Jack Taylor,St. Louis,42.0
1898,ERA,Clark Griffith,Chicago,1.88
1898,Games,Kid Nichols,Boston,50.0
1898,Saves,Kid Nichols,Boston,4.0
1898,Shutouts,Wiley Piatt,Philadelphia,6.0
1898,Strikeouts,Cy Seymour,New York,239.0
1898,Winning Percentage,Ted Lewis,Boston,0.765
1898,Wins,Kid Nichols,Boston,31.0
2017,Complete Games,Carlos Martinez,St. Louis Cardinals,2.0
2017,ERA,Clayton Kershaw,Los Angeles Dodgers,2.21
2017,Games,Corey Knebel,Milwaukee Brewers,76.0
2017,Saves,Greg Holland,Colorado Rockies,41.0
2017,Shutouts,Carlos Martinez,St. Louis Cardinals,2.0
2017,Strikeouts,Max Scherzer,Washington Nationals,268.0
2017,Winning Percentage,Clayton Kershaw,Los Angeles Dodgers,0.818
2017,Wins,Clayton Kershaw,Los Angeles Dodgers,18.0
2003,Complete Games,Livan Hernandez,Montreal,8.0
2003,ERA,Jason Schmidt,San Francisco,2.34
2003,Games,Paul Quantrill,Los Angeles,89.0
2003,Saves,Eric Gagne,Los Angeles,55.0
2003,Shutouts,Kevin Millwood,Philadelphia,3.0
2003,Strikeouts,Kerry Wood,Chicago,266.0
2003,Winning Percentage,Jason Schmidt,San Francisco,0.773
2003,Wins,Russ Ortiz,Atlanta,21.0
1907,Complete Games,Stoney McGlynn,St. Louis,33.0
1907,ERA,Jack Pfiester,Chicago,1.15
1907,Games,Joe McGinnity,New York,47.0
1907,Saves,Joe McGinnity,New York,4.0
1907,Shutouts,Christy Mathewson,New York,8.0
1907,Strikeouts,Christy Mathewson,New York,178.0
1907,Winning Percentage,Ed Reulbach,Chicago,0.81
1907,Wins,Christy Mathewson,New York,24.0
1913,Complete Games,Lefty Tyler,Boston,28.0
1913,ERA,Christy Mathewson,New York,2.06
1913,Games,Larry Cheney,Chicago,54.0
1913,Saves,Larry Cheney,Chicago,11.0
1913,Shutouts,Grover Alexander,Philadelphia,9.0
1913,Strikeouts,Tom Seaton,Philadelphia,168.0
1913,Winning Percentage,Bert Humphries,Chicago,0.8
1913,Wins,Tom Seaton,Philadelphia,27.0
1917,Complete Games,Grover Alexander,Philadelphia,34.0
1917,ERA,Fred Anderson,New York,1.44
1917,Games,Phil Douglas,Chicago,51.0
1917,Saves,Slim Sallee,New York,4.0
1917,Shutouts,Grover Alexander,Philadelphia,8.0
1917,Strikeouts,Grover Alexander,Philadelphia,200.0
1917,Winning Percentage,Ferdie Schupp,New York,0.75
1917,Wins,Grover Alexander,Philadelphia,30.0
1903,Complete Games,Joe McGinnity,New York,44.0
1903,ERA,Sam Leever,Pittsburgh,2.06
1903,Games,Joe McGinnity,New York,55.0
1903,Saves,Carl Lundgren,Chicago,3.0
1903,Shutouts,Sam Leever,Pittsburgh,7.0
1903,Strikeouts,Christy Mathewson,New York,267.0
1903,Winning Percentage,Sam Leever,Pittsburgh,0.781
1903,Wins,Joe McGinnity,New York,31.0
2007,Complete Games,Brandon Webb,Arizona,4.0
2007,ERA,Jake Peavy,San Diego,2.54
2007,Games,Jon Rauch,Washington,88.0
2007,Saves,Jose Valverde,Arizona,47.0
2007,Shutouts,Brandon Webb,Arizona,3.0
2007,Strikeouts,Jake Peavy,San Diego,240.0
2007,Winning Percentage,Brad Penny,Los Angeles,0.8
2007,Wins,Jake Peavy,San Diego,19.0
2013,Complete Games,Adam Wainwright,St. Louis,4.0
2013,ERA,Clayton Kershaw,Los Angeles,1.83
2013,Games,Brad Ziegler,Arizona,78.0
2013,Saves,Craig Kimbrel,Atlanta,50.0
2013,Shutouts,Clayton Kershaw,Los Angeles,3.0
2013,Strikeouts,Clayton Kershaw,Los Angeles,232.0
2013,Winning Percentage,Zack Greinke,Los Angeles,0.789
2013,Wins,Adam Wainwright,St. Louis,19.0
1877,Complete Games,Jim Devlin,Louisville,61.0
1877,ERA,Tommy Bond,Boston,2.11
1877,Games,Jim Devlin,Louisville,61.0
1877,Saves,Cal McVey,Chicago,2.0
1877,Shutouts,Tommy Bond,Boston,6.0
1877,Strikeouts,Tommy Bond,Boston,170.0
1877,Winning Percentage,Tommy Bond,Boston,0.702
1877,Wins,Tommy Bond,Boston,40.0
1888,Complete Games,Ed Morris,Pittsburgh,54.0
1888,ERA,Tim Keefe,New York,1.74
1888,Games,Ed Morris,Pittsburgh,55.0
1888,Saves,George Wood,Philadelphia,2.0
1888,Shutouts,Tim Keefe,New York,8.0
1888,Strikeouts,Tim Keefe,New York,335.0
1888,Winning Percentage,Tim Keefe,New York,0.745
1888,Wins,Tim Keefe,New York,35.0
1889,Complete Games,John Clarkson,Boston,68.0
1889,ERA,John Clarkson,Boston,2.73
1889,Games,John Clarkson,Boston,73.0
1889,Saves,Bill Bishop,Chicago,2.0
1889,Shutouts,John Clarkson,Boston,8.0
1889,Strikeouts,John Clarkson,Boston,284.0
1889,Winning Percentage,John Clarkson,Boston,0.721
1889,Wins,John Clarkson,Boston,49.0
1876,Complete Games,Jim Devlin,Louisville,66.0
1876,ERA,George Bradley,St. Louis,1.23
1876,Games,Jim Devlin,Louisville,68.0
1876,Saves,Jack Manning,Boston,5.0
1876,Shutouts,George Bradley,St. Louis,16.0
1876,Strikeouts,Jim Devlin,Louisville,122.0
1876,Winning Percentage,Al Spalding,Chicago,0.797
1876,Wins,Al Spalding,Chicago,47.0
2012,Complete Games,R.A. Dickey,New York,5.0
2012,ERA,Clayton Kershaw,Los Angeles,2.53
2012,Games,Matt Belisle,Colorado,80.0
2012,Saves,Craig Kimbrel,Atlanta,42.0
2012,Shutouts,R.A. Dickey,New York,3.0
2012,Strikeouts,R.A. Dickey,New York,230.0
2012,Winning Percentage,Kyle Lohse,St. Louis,0.842
2012,Wins,Gio Gonzalez,Washington,21.0
2006,Complete Games,Aaron Harang,Cincinnati,6.0
2006,ERA,Roy Oswalt,Houston,2.98
2006,Games,Salomon Torres,Pittsburgh,94.0
2006,Saves,Trevor Hoffman,San Diego,46.0
2006,Shutouts,Chris Carpenter,St. Louis,3.0
2006,Strikeouts,Aaron Harang,Cincinnati,216.0
2006,Winning Percentage,Carlos Zambrano,Chicago,0.696
2006,Wins,Aaron Harang,Cincinnati,16.0
1902,Complete Games,Vic Willis,Boston,45.0
1902,ERA,Jack Taylor,Chicago,1.33
1902,Games,Vic Willis,Boston,51.0
1902,Saves,Vic Willis,Boston,3.0
1902,Shutouts,Jack Chesbro,Pittsburgh,8.0
1902,Strikeouts,Vic Willis,Boston,225.0
1902,Winning Percentage,Jack Chesbro,Pittsburgh,0.824
1902,Wins,Jack Chesbro,Pittsburgh,28.0
1916,Complete Games,Grover Alexander,Philadelphia,38.0
1916,ERA,Grover Alexander,Philadelphia,1.55
1916,Games,Lee Meadows,St. Louis,51.0
1916,Saves,Red Ames,St. Louis,8.0
1916,Shutouts,Grover Alexander,Philadelphia,16.0
1916,Strikeouts,Grover Alexander,Philadelphia,167.0
1916,Winning Percentage,Tom Hughes,Boston,0.842
1916,Wins,Grover Alexander,Philadelphia,33.0
1900,Complete Games,Pink Hawley,New York,34.0
1900,ERA,Rube Waddell,Pittsburgh,2.37
1900,Games,Bill Carrick,New York,45.0
1900,Saves,Frank Kitson,Brooklyn,4.0
1900,Shutouts,Clark Griffith,Chicago,4.0
1900,Strikeouts,Noodles Hahn,Cincinnati,132.0
1900,Winning Percentage,Joe McGinnity,Brooklyn,0.778
1900,Wins,Joe McGinnity,Brooklyn,28.0
1914,Complete Games,Grover Alexander,Philadelphia,32.0
1914,ERA,Bill Doak,St. Louis,1.72
1914,Games,Larry Cheney,Chicago,50.0
1914,Saves,Red Ames,Cincinnati,6.0
1914,Shutouts,Jeff Tesreau,New York,8.0
1914,Strikeouts,Grover Alexander,Philadelphia,214.0
1914,Winning Percentage,Bill James,Boston,0.788
1914,Wins,Grover Alexander,Philadelphia,27.0
1928,Complete Games,Larry Benton,New York,28.0
1928,ERA,Dazzy Vance,Brooklyn,2.09
1928,Games,Burleigh Grimes,Pittsburgh,48.0
1928,Saves,Hal Haid,St. Louis,5.0
1928,Shutouts,Sheriff Blake,Chicago,4.0
1928,Strikeouts,Dazzy Vance,Brooklyn,200.0
1928,Winning Percentage,Larry Benton,New York,0.735
1928,Wins,Larry Benton,New York,25.0
2010,Complete Games,Roy Hallady,Philadelphia,9.0
2010,ERA,Josh Johnson,Florida,2.3
2010,Games,Pedro Feliciano,New York,92.0
2010,Saves,Brian Wilson,San Francisco,48.0
2010,Shutouts,Roy Hallady,Philadelphia,4.0
2010,Strikeouts,Tim Lincecum,San Francisco,231.0
2010,Winning Percentage,Ubaldo Jimenez,Colorado,0.704
2010,Wins,Roy Hallady,Philadelphia,21.0
2004,Complete Games,Livan Hernandez,Montreal,9.0
2004,ERA,Jake Peavy,San Diego,2.27
2004,Games,Jim Brower,San Francisco,89.0
2004,Saves,Armando Benitez,Florida,47.0
2004,Shutouts,Cory Lidle,Philadelphia,3.0
2004,Strikeouts,Randy Johnson,Arizona,290.0
2004,Winning Percentage,Roger Clemens,Houston,0.818
2004,Wins,Roy Oswalt,Houston,20.0
2005,Complete Games,Chris Carpenter,St. Louis,7.0
2005,ERA,Roger Clemens,Houston,1.87
2005,Games,Scott Eyre,San Francisco,86.0
2005,Saves,Chad Cordero,Washington,47.0
2005,Shutouts,Dontrelle Willis,Florida,5.0
2005,Strikeouts,Jake Peavy,San Diego,216.0
2005,Winning Percentage,Chris Carpenter,St. Louis,0.808
2005,Wins,Dontrelle Willis,Florida,22.0
2011,Complete Games,Roy Halladay,Philadelphia,8.0
2011,ERA,Clayton Kershaw,Los Angeles,2.28
2011,Games,Jonny Venters,Atlanta,85.0
2011,Saves,John Axford,Milwaukee,46.0
2011,Shutouts,Cliff Lee,Philadelphia,6.0
2011,Strikeouts,Clayton Kershaw,Los Angeles,248.0
2011,Winning Percentage,Ian Kennedy,Arizona,0.84
2011,Wins,Ian Kennedy,Arizona,21.0
1929,Complete Games,Red Lucas,Cincinnati,28.0
1929,ERA,Bill Walker,New York,3.09
1929,Games,Guy Bush,Chicago,50.0
1929,Saves,Guy Bush,Chicago,8.0
1929,Shutouts,Pat Malone,Chicago,5.0
1929,Strikeouts,Pat Malone,Chicago,166.0
1929,Winning Percentage,Charlie Root,Chicago,0.76
1929,Wins,Pat Malone,Chicago,22.0
1915,Complete Games,Grover Alexander,Philadelphia,36.0
1915,ERA,Grover Alexander,Philadelphia,1.22
1915,Games,Tom Hughes,Boston,50.0
1915,Saves,Tom Hughes,Boston,9.0
1915,Shutouts,Grover Alexander,Philadelphia,12.0
1915,Strikeouts,Grover Alexander,Philadelphia,241.0
1915,Winning Percentage,Grover Alexander,Philadelphia,0.756
1915,Wins,Grover Alexander,Philadelphia,31.0
1901,Complete Games,Noodles Hahn,Cincinnati,41.0
1901,ERA,Jesse Tannehill,Pittsburgh,2.18
1901,Games,Bill Donovan,Brooklyn,45.0
1901,Saves,Bill Donovan,Brooklyn,3.0
1901,Shutouts,Jack Chesbro,Pittsburgh,6.0
1901,Strikeouts,Noodles Hahn,Cincinnati,239.0
1901,Winning Percentage,Jack Chesbro,Pittsburgh,0.677
1901,Wins,Bill Donovan,Brooklyn,25.0
1966,Complete Games,Sandy Koufax,Los Angeles,27.0
1966,ERA,Sandy Koufax,Los Angeles,1.73
1966,Games,Clay Carroll,Atlanta,73.0
1966,Saves,Phil Regan,Los Angeles,21.0
1966,Shutouts,Jim Bunning,Philadelphia,5.0
1966,Strikeouts,Sandy Koufax,Los Angeles,317.0
1966,Winning Percentage,Juan Marichal,San Francisco,0.806
1966,Wins,Sandy Koufax,Los Angeles,27.0
1972,Complete Games,Steve Carlton,Philadelphia,30.0
1972,ERA,Steve Carlton,Philadelphia,1.97
1972,Games,Clay Carroll,Cincinnati,65.0
1972,Saves,Clay Carroll,Cincinnati,37.0
1972,Shutouts,Don Sutton,Los Angeles,9.0
1972,Strikeouts,Steve Carlton,Philadelphia,310.0
1972,Winning Percentage,Gary Nolan,Cincinnati,0.75
1972,Wins,Steve Carlton,Philadelphia,27.0
1999,Complete Games,Randy Johnson,Arizona,12.0
1999,ERA,Randy Johnson,Arizona,2.48
1999,Games,Steve Kline,Montreal,82.0
1999,Saves,Ugueth Urbina,Montreal,41.0
1999,Shutouts,Andy Ashby,San Diego,3.0
1999,Strikeouts,Randy Johnson,Arizona,364.0
1999,Winning Percentage,Mike Hampton,Houston,0.846
1999,Wins,Mike Hampton,Houston,22.0
1998,Complete Games,Curt Schilling,Philadelphia,15.0
1998,ERA,Greg Maddux,Atlanta,2.22
1998,Games,Rod Beck,Chicago,81.0
1998,Saves,Trevor Hoffman,San Diego,53.0
1998,Shutouts,Greg Maddux,Atlanta,5.0
1998,Strikeouts,Curt Schilling,Philadelphia,300.0
1998,Winning Percentage,John Smoltz,Atlanta,0.85
1998,Wins,Tom Glavine,Atlanta,20.0
1973,Complete Games,Steve Carlton,Philadelphia,18.0
1973,ERA,Tom Seaver,New York,2.08
1973,Games,Mike Marshall,Los Angeles,92.0
1973,Saves,Mike Marshall,Los Angeles,31.0
1973,Shutouts,Jack Billingham,Cincinnati,7.0
1973,Strikeouts,Tom Seaver,New York,251.0
1973,Winning Percentage,Tommy John,Los Angeles,0.696
1973,Wins,Ron Bryant,San Francisco,24.0
1967,Complete Games,Fergie Jenkins,Chicago,20.0
1967,ERA,Phil Niekro,Atlanta,1.87
1967,Games,Ted Abernathy,Cincinnati,70.0
1967,Saves,Ted Abernathy,Cincinnati,28.0
1967,Shutouts,Jim Bunning,Philadelphia,6.0
1967,Strikeouts,Jim Bunning,Philadelphia,253.0
1967,Winning Percentage,Dick Hughes,St. Louis,0.727
1967,Wins,Mike McCormick,San Francisco,22.0
1959,Complete Games,Warren Spahn,Milwaukee,21.0
1959,ERA,Sam Jones,San Francisco,2.83
1959,Games,Don Elston,Chicago,65.0
1959,Saves,Lindy McDaniel,St. Louis,15.0
1959,Shutouts,Johnny Antonelli,San Francisco,4.0
1959,Strikeouts,Don Drysdale,Los Angeles,242.0
1959,Winning Percentage,Roy Face,Pittsburgh,0.947
1959,Wins,Lew Burdette,Milwaukee,21.0
1971,Complete Games,Fergie Jenkins,Chicago,30.0
1971,ERA,Tom Seaver,New York,1.76
1971,Games,Wayne Granger,Cincinnati,70.0
1971,Saves,Dave Giusti,Pittsburgh,30.0
1971,Shutouts,Steve Blass,Pittsburgh,5.0
1971,Strikeouts,Tom Seaver,New York,289.0
1971,Winning Percentage,Don Gullett,Cincinnati,0.727
