Year,Statistic,Name,Team,#
1912,Base on Balls,Jimmy Sheckard,Chicago,122
1912,Batting Average,Heinie Zimmerman,Chicago,.372
1912,Doubles,Heinie Zimmerman,Chicago,41
1912,Hits,Heinie Zimmerman,Chicago,207
1912,Home Runs,Heinie Zimmerman,Chicago,14
1912,On Base Percentage,Johnny Evers,Chicago,.431
1912,RBI,Honus Wagner,Pittsburgh,102
1912,Runs,Bob Bescher,Cincinnati,120
1912,Slugging Average,Heinie Zimmerman,Chicago,.571
1912,Stolen Bases,Bob Bescher,Cincinnati,67
1912,Total Bases,Heinie Zimmerman,Chicago,318
1912,Triples,Chief Wilson,Pittsburgh,36
1912,Statistic,Name(s),Team(s),#
